c CNF file written by RustSAT
p cnf 241 2668
1 0
-69 -179 170 0
-69 178 179 -170 0
-70 -178 -179 -170 0
-70 -178 179 170 0
-70 178 -179 170 0
-70 178 179 -170 0
-71 178 170 0
-71 179 170 0
-71 -178 -179 -170 0
-72 -178 -170 0
-72 -179 -170 0
-72 178 179 170 0
-73 -178 -179 170 0
-73 -178 179 -170 0
-73 178 -179 -170 0
-73 178 179 170 0
-74 -1 178 0
-74 1 -178 0
-75 -1 178 0
-75 1 -178 0
-76 1 178 0
-76 -1 -178 0
-77 -167 178 0
-77 167 -178 0
-78 -168 178 0
-78 168 -178 0
-79 -169 178 0
-79 169 -178 0
-80 -170 178 0
-80 170 -178 0
-81 -171 178 0
-81 171 -178 0
-82 -1 179 0
-82 1 -179 0
-83 -1 179 0
-83 1 -179 0
-84 1 179 0
-84 -1 -179 0
-85 -167 179 0
-85 167 -179 0
-86 -168 179 0
-86 168 -179 0
-87 -169 179 0
-87 169 -179 0
-88 -170 179 0
-88 170 -179 0
-89 -171 179 0
-89 171 -179 0
-115 1 170 0
-115 -1 -170 0
-120 -1 170 0
-120 1 -170 0
-90 180 -171 0
-90 181 -171 0
-90 -180 -181 171 0
-91 -180 171 0
-91 -181 171 0
-91 180 181 -171 0
-92 -180 -181 -171 0
-92 -180 181 171 0
-92 180 -181 171 0
-92 180 181 -171 0
-93 180 171 0
-93 181 171 0
-93 -180 -181 -171 0
-94 -180 -171 0
-94 -181 -171 0
-94 180 181 171 0
-95 -180 -181 171 0
-95 -180 181 -171 0
-95 180 -181 -171 0
-95 180 181 171 0
-96 -1 180 0
-96 1 -180 0
-97 -1 180 0
-97 1 -180 0
-98 1 180 0
-98 -1 -180 0
-99 -167 180 0
-99 167 -180 0
-100 -168 180 0
-100 168 -180 0
-101 -169 180 0
-101 169 -180 0
-102 -170 180 0
-102 170 -180 0
-103 -171 180 0
-103 171 -180 0
-104 -1 181 0
-104 1 -181 0
-105 -1 181 0
-105 1 -181 0
-106 1 181 0
-106 -1 -181 0
-107 -167 181 0
-107 167 -181 0
-108 -168 181 0
-108 168 -181 0
-109 -169 181 0
-109 169 -181 0
-110 -170 181 0
-110 170 -181 0
-111 -171 181 0
-111 171 -181 0
-116 1 171 0
-116 -1 -171 0
-121 -1 171 0
-121 1 -171 0
-2 187 -182 0
-2 188 -182 0
-2 -187 -188 182 0
-3 -187 182 0
-3 -188 182 0
-3 187 188 -182 0
-4 -187 -188 -182 0
-4 -187 188 182 0
-4 187 -188 182 0
-4 187 188 -182 0
-5 187 182 0
-5 188 182 0
-5 -187 -188 -182 0
-6 -187 -182 0
-6 -188 -182 0
-6 187 188 182 0
-7 -187 -188 182 0
-7 -187 188 -182 0
-7 187 -188 -182 0
-7 187 188 182 0
-8 1 187 0
-8 -1 -187 0
-9 1 187 0
-9 -1 -187 0
-10 -1 187 0
-10 1 -187 0
-11 -182 187 0
-11 182 -187 0
-12 -183 187 0
-12 183 -187 0
-13 -184 187 0
-13 184 -187 0
-14 -185 187 0
-14 185 -187 0
-15 -186 187 0
-15 186 -187 0
-16 1 188 0
-16 -1 -188 0
-17 1 188 0
-17 -1 -188 0
-18 -1 188 0
-18 1 -188 0
-19 -182 188 0
-19 182 -188 0
-20 -183 188 0
-20 183 -188 0
-21 -184 188 0
-21 184 -188 0
-22 -185 188 0
-22 185 -188 0
-23 -186 188 0
-23 186 -188 0
-112 -1 182 0
-112 1 -182 0
-117 1 182 0
-117 -1 -182 0
-24 189 -183 0
-24 190 -183 0
-24 -189 -190 183 0
-25 -189 183 0
-25 -190 183 0
-25 189 190 -183 0
-26 -189 -190 -183 0
-26 -189 190 183 0
-26 189 -190 183 0
-26 189 190 -183 0
-27 189 183 0
-27 190 183 0
-27 -189 -190 -183 0
-28 -189 -183 0
-28 -190 -183 0
-28 189 190 183 0
-29 -189 -190 183 0
-29 -189 190 -183 0
-29 189 -190 -183 0
-29 189 190 183 0
-30 1 189 0
-30 -1 -189 0
-31 1 189 0
-31 -1 -189 0
-32 -1 189 0
-32 1 -189 0
-33 -182 189 0
-33 182 -189 0
-34 -183 189 0
-34 183 -189 0
-35 -184 189 0
-35 184 -189 0
-36 -185 189 0
-36 185 -189 0
-37 -186 189 0
-37 186 -189 0
-38 1 190 0
-38 -1 -190 0
-39 1 190 0
-39 -1 -190 0
-40 -1 190 0
-40 1 -190 0
-41 -182 190 0
-41 182 -190 0
-42 -183 190 0
-42 183 -190 0
-43 -184 190 0
-43 184 -190 0
-44 -185 190 0
-44 185 -190 0
-45 -186 190 0
-45 186 -190 0
-113 -1 183 0
-113 1 -183 0
-118 1 183 0
-118 -1 -183 0
-46 191 -184 0
-46 192 -184 0
-46 -191 -192 184 0
-47 -191 184 0
-47 -192 184 0
-47 191 192 -184 0
-48 -191 -192 -184 0
-48 -191 192 184 0
-48 191 -192 184 0
-48 191 192 -184 0
-49 191 184 0
-49 192 184 0
-49 -191 -192 -184 0
-50 -191 -184 0
-50 -192 -184 0
-50 191 192 184 0
-51 -191 -192 184 0
-51 -191 192 -184 0
-51 191 -192 -184 0
-51 191 192 184 0
-52 1 191 0
-52 -1 -191 0
-53 1 191 0
-53 -1 -191 0
-54 -1 191 0
-54 1 -191 0
-55 -182 191 0
-55 182 -191 0
-56 -183 191 0
-56 183 -191 0
-57 -184 191 0
-57 184 -191 0
-58 -185 191 0
-58 185 -191 0
-59 -186 191 0
-59 186 -191 0
-60 1 192 0
-60 -1 -192 0
-61 1 192 0
-61 -1 -192 0
-62 -1 192 0
-62 1 -192 0
-63 -182 192 0
-63 182 -192 0
-64 -183 192 0
-64 183 -192 0
-65 -184 192 0
-65 184 -192 0
-66 -185 192 0
-66 185 -192 0
-67 -186 192 0
-67 186 -192 0
-114 -1 184 0
-114 1 -184 0
-119 1 184 0
-119 -1 -184 0
-68 193 -185 0
-68 194 -185 0
-68 -193 -194 185 0
-69 -193 185 0
-69 -194 185 0
-69 193 194 -185 0
-70 -193 -194 -185 0
-70 -193 194 185 0
-70 193 -194 185 0
-70 193 194 -185 0
-71 193 185 0
-71 194 185 0
-71 -193 -194 -185 0
-72 -193 -185 0
-72 -194 -185 0
-72 193 194 185 0
-73 -193 -194 185 0
-73 -193 194 -185 0
-73 193 -194 -185 0
-73 193 194 185 0
-74 1 193 0
-74 -1 -193 0
-75 1 193 0
-75 -1 -193 0
-76 -1 193 0
-76 1 -193 0
-77 -182 193 0
-77 182 -193 0
-78 -183 193 0
-78 183 -193 0
-79 -184 193 0
-79 184 -193 0
-80 -185 193 0
-80 185 -193 0
-81 -186 193 0
-81 186 -193 0
-82 1 194 0
-82 -1 -194 0
-83 1 194 0
-83 -1 -194 0
-84 -1 194 0
-84 1 -194 0
-85 -182 194 0
-85 182 -194 0
-86 -183 194 0
-86 183 -194 0
-87 -184 194 0
-87 184 -194 0
-88 -185 194 0
-88 185 -194 0
-89 -186 194 0
-89 186 -194 0
-115 -1 185 0
-115 1 -185 0
-120 1 185 0
-120 -1 -185 0
-90 195 -186 0
-90 196 -186 0
-90 -195 -196 186 0
-91 -195 186 0
-91 -196 186 0
-91 195 196 -186 0
-92 -195 -196 -186 0
-92 -195 196 186 0
-92 195 -196 186 0
-92 195 196 -186 0
-93 195 186 0
-93 196 186 0
-93 -195 -196 -186 0
-94 -195 -186 0
-94 -196 -186 0
-94 195 196 186 0
-95 -195 -196 186 0
-95 -195 196 -186 0
-95 195 -196 -186 0
-95 195 196 186 0
-96 1 195 0
-96 -1 -195 0
-97 1 195 0
-97 -1 -195 0
-98 -1 195 0
-98 1 -195 0
-99 -182 195 0
-99 182 -195 0
-100 -183 195 0
-100 183 -195 0
-101 -184 195 0
-101 184 -195 0
-102 -185 195 0
-102 185 -195 0
-103 -186 195 0
-103 186 -195 0
-104 1 196 0
-104 -1 -196 0
-105 1 196 0
-105 -1 -196 0
-106 -1 196 0
-106 1 -196 0
-107 -182 196 0
-107 182 -196 0
-108 -183 196 0
-108 183 -196 0
-109 -184 196 0
-109 184 -196 0
-110 -185 196 0
-110 185 -196 0
-111 -186 196 0
-111 186 -196 0
-116 -1 186 0
-116 1 -186 0
-121 1 186 0
-121 -1 -186 0
-2 202 -197 0
-2 203 -197 0
-2 -202 -203 197 0
-3 -202 197 0
-3 -203 197 0
-3 202 203 -197 0
-4 -202 -203 -197 0
-4 -202 203 197 0
-4 202 -203 197 0
-4 202 203 -197 0
-5 202 197 0
-5 203 197 0
-5 -202 -203 -197 0
-6 -202 -197 0
-6 -203 -197 0
-6 202 203 197 0
-7 -202 -203 197 0
-7 -202 203 -197 0
-7 202 -203 -197 0
-7 202 203 197 0
-8 -1 202 0
-8 1 -202 0
-9 1 202 0
-9 -1 -202 0
-10 -1 202 0
-10 1 -202 0
-11 -197 202 0
-11 197 -202 0
-12 -198 202 0
-12 198 -202 0
-13 -199 202 0
-13 199 -202 0
-14 -200 202 0
-14 200 -202 0
-15 -201 202 0
-15 201 -202 0
-16 -1 203 0
-16 1 -203 0
-17 1 203 0
-17 -1 -203 0
-18 -1 203 0
-18 1 -203 0
-19 -197 203 0
-19 197 -203 0
-20 -198 203 0
-20 198 -203 0
-21 -199 203 0
-21 199 -203 0
-22 -200 203 0
-22 200 -203 0
-23 -201 203 0
-23 201 -203 0
-112 1 197 0
-112 -1 -197 0
-117 -1 197 0
-117 1 -197 0
-24 204 -198 0
-24 205 -198 0
-24 -204 -205 198 0
-25 -204 198 0
-25 -205 198 0
-25 204 205 -198 0
-26 -204 -205 -198 0
-26 -204 205 198 0
-26 204 -205 198 0
-26 204 205 -198 0
-27 204 198 0
-27 205 198 0
-27 -204 -205 -198 0
-28 -204 -198 0
-28 -205 -198 0
-28 204 205 198 0
-29 -204 -205 198 0
-29 -204 205 -198 0
-29 204 -205 -198 0
-29 204 205 198 0
-30 -1 204 0
-30 1 -204 0
-31 1 204 0
-31 -1 -204 0
-32 -1 204 0
-32 1 -204 0
-33 -197 204 0
-33 197 -204 0
-34 -198 204 0
-34 198 -204 0
-35 -199 204 0
-35 199 -204 0
-36 -200 204 0
-36 200 -204 0
-37 -201 204 0
-37 201 -204 0
-38 -1 205 0
-38 1 -205 0
-39 1 205 0
-39 -1 -205 0
-40 -1 205 0
-40 1 -205 0
-41 -197 205 0
-41 197 -205 0
-42 -198 205 0
-42 198 -205 0
-43 -199 205 0
-43 199 -205 0
-44 -200 205 0
-44 200 -205 0
-45 -201 205 0
-45 201 -205 0
-113 1 198 0
-113 -1 -198 0
-118 -1 198 0
-118 1 -198 0
-46 206 -199 0
-46 207 -199 0
-46 -206 -207 199 0
-47 -206 199 0
-47 -207 199 0
-47 206 207 -199 0
-48 -206 -207 -199 0
-48 -206 207 199 0
-48 206 -207 199 0
-48 206 207 -199 0
-49 206 199 0
-49 207 199 0
-49 -206 -207 -199 0
-50 -206 -199 0
-50 -207 -199 0
-50 206 207 199 0
-51 -206 -207 199 0
-51 -206 207 -199 0
-51 206 -207 -199 0
-51 206 207 199 0
-52 -1 206 0
-52 1 -206 0
-53 1 206 0
-53 -1 -206 0
-54 -1 206 0
-54 1 -206 0
-55 -197 206 0
-55 197 -206 0
-56 -198 206 0
-56 198 -206 0
-57 -199 206 0
-57 199 -206 0
-58 -200 206 0
-58 200 -206 0
-59 -201 206 0
-59 201 -206 0
-60 -1 207 0
-60 1 -207 0
-61 1 207 0
-61 -1 -207 0
-62 -1 207 0
-62 1 -207 0
-63 -197 207 0
-63 197 -207 0
-64 -198 207 0
-64 198 -207 0
-65 -199 207 0
-65 199 -207 0
-66 -200 207 0
-66 200 -207 0
-67 -201 207 0
-67 201 -207 0
-114 1 199 0
-114 -1 -199 0
-119 -1 199 0
-119 1 -199 0
-68 208 -200 0
-68 209 -200 0
-68 -208 -209 200 0
-69 -208 200 0
-69 -209 200 0
-69 208 209 -200 0
-70 -208 -209 -200 0
-70 -208 209 200 0
-70 208 -209 200 0
-70 208 209 -200 0
-71 208 200 0
-71 209 200 0
-71 -208 -209 -200 0
-72 -208 -200 0
-72 -209 -200 0
-72 208 209 200 0
-73 -208 -209 200 0
-73 -208 209 -200 0
-73 208 -209 -200 0
-73 208 209 200 0
-74 -1 208 0
-74 1 -208 0
-75 1 208 0
-75 -1 -208 0
-76 -1 208 0
-76 1 -208 0
-77 -197 208 0
-77 197 -208 0
-78 -198 208 0
-78 198 -208 0
-79 -199 208 0
-79 199 -208 0
-80 -200 208 0
-80 200 -208 0
-81 -201 208 0
-81 201 -208 0
-82 -1 209 0
-82 1 -209 0
-83 1 209 0
-83 -1 -209 0
-84 -1 209 0
-84 1 -209 0
-85 -197 209 0
-85 197 -209 0
-86 -198 209 0
-86 198 -209 0
-87 -199 209 0
-87 199 -209 0
-88 -200 209 0
-88 200 -209 0
-89 -201 209 0
-89 201 -209 0
-115 1 200 0
-115 -1 -200 0
-120 -1 200 0
-120 1 -200 0
-90 210 -201 0
-90 211 -201 0
-90 -210 -211 201 0
-91 -210 201 0
-91 -211 201 0
-91 210 211 -201 0
-92 -210 -211 -201 0
-92 -210 211 201 0
-92 210 -211 201 0
-92 210 211 -201 0
-93 210 201 0
-93 211 201 0
-93 -210 -211 -201 0
-94 -210 -201 0
-94 -211 -201 0
-94 210 211 201 0
-95 -210 -211 201 0
-95 -210 211 -201 0
-95 210 -211 -201 0
-95 210 211 201 0
-96 -1 210 0
-96 1 -210 0
-97 1 210 0
-97 -1 -210 0
-98 -1 210 0
-98 1 -210 0
-99 -197 210 0
-99 197 -210 0
-100 -198 210 0
-100 198 -210 0
-101 -199 210 0
-101 199 -210 0
-102 -200 210 0
-102 200 -210 0
-103 -201 210 0
-103 201 -210 0
-104 -1 211 0
-104 1 -211 0
-105 1 211 0
-105 -1 -211 0
-106 -1 211 0
-106 1 -211 0
-107 -197 211 0
-107 197 -211 0
-108 -198 211 0
-108 198 -211 0
-109 -199 211 0
-109 199 -211 0
-110 -200 211 0
-110 200 -211 0
-111 -201 211 0
-111 201 -211 0
-116 1 201 0
-116 -1 -201 0
-121 -1 201 0
-121 1 -201 0
-2 217 -212 0
-2 218 -212 0
-2 -217 -218 212 0
-3 -217 212 0
-3 -218 212 0
-3 217 218 -212 0
-4 -217 -218 -212 0
-4 -217 218 212 0
-4 217 -218 212 0
-4 217 218 -212 0
-5 217 212 0
-5 218 212 0
-5 -217 -218 -212 0
-6 -217 -212 0
-6 -218 -212 0
-6 217 218 212 0
-7 -217 -218 212 0
-7 -217 218 -212 0
-7 217 -218 -212 0
-7 217 218 212 0
-8 1 217 0
-8 -1 -217 0
-9 -1 217 0
-9 1 -217 0
-10 -1 217 0
-10 1 -217 0
-11 -212 217 0
-11 212 -217 0
-12 -213 217 0
-12 213 -217 0
-13 -214 217 0
-13 214 -217 0
-14 -215 217 0
-14 215 -217 0
-15 -216 217 0
-15 216 -217 0
-16 1 218 0
-16 -1 -218 0
-17 -1 218 0
-17 1 -218 0
-18 -1 218 0
-18 1 -218 0
-19 -212 218 0
-19 212 -218 0
-20 -213 218 0
-20 213 -218 0
-21 -214 218 0
-21 214 -218 0
-22 -215 218 0
-22 215 -218 0
-23 -216 218 0
-23 216 -218 0
-112 1 212 0
-112 -1 -212 0
-117 -1 212 0
-117 1 -212 0
-24 219 -213 0
-24 220 -213 0
-24 -219 -220 213 0
-25 -219 213 0
-25 -220 213 0
-25 219 220 -213 0
-26 -219 -220 -213 0
-26 -219 220 213 0
-26 219 -220 213 0
-26 219 220 -213 0
-27 219 213 0
-27 220 213 0
-27 -219 -220 -213 0
-28 -219 -213 0
-28 -220 -213 0
-28 219 220 213 0
-29 -219 -220 213 0
-29 -219 220 -213 0
-29 219 -220 -213 0
-29 219 220 213 0
-30 1 219 0
-30 -1 -219 0
-31 -1 219 0
-31 1 -219 0
-32 -1 219 0
-32 1 -219 0
-33 -212 219 0
-33 212 -219 0
-34 -213 219 0
-34 213 -219 0
-35 -214 219 0
-35 214 -219 0
-36 -215 219 0
-36 215 -219 0
-37 -216 219 0
-37 216 -219 0
-38 1 220 0
-38 -1 -220 0
-39 -1 220 0
-39 1 -220 0
-40 -1 220 0
-40 1 -220 0
-41 -212 220 0
-41 212 -220 0
-42 -213 220 0
-42 213 -220 0
-43 -214 220 0
-43 214 -220 0
-44 -215 220 0
-44 215 -220 0
-45 -216 220 0
-45 216 -220 0
-113 1 213 0
-113 -1 -213 0
-118 -1 213 0
-118 1 -213 0
-46 221 -214 0
-46 222 -214 0
-46 -221 -222 214 0
-47 -221 214 0
-47 -222 214 0
-47 221 222 -214 0
-48 -221 -222 -214 0
-48 -221 222 214 0
-48 221 -222 214 0
-48 221 222 -214 0
-49 221 214 0
-49 222 214 0
-49 -221 -222 -214 0
-50 -221 -214 0
-50 -222 -214 0
-50 221 222 214 0
-51 -221 -222 214 0
-51 -221 222 -214 0
-51 221 -222 -214 0
-51 221 222 214 0
-52 1 221 0
-52 -1 -221 0
-53 -1 221 0
-53 1 -221 0
-54 -1 221 0
-54 1 -221 0
-55 -212 221 0
-55 212 -221 0
-56 -213 221 0
-56 213 -221 0
-57 -214 221 0
-57 214 -221 0
-58 -215 221 0
-58 215 -221 0
-59 -216 221 0
-59 216 -221 0
-60 1 222 0
-60 -1 -222 0
-61 -1 222 0
-61 1 -222 0
-62 -1 222 0
-62 1 -222 0
-63 -212 222 0
-63 212 -222 0
-64 -213 222 0
-64 213 -222 0
-65 -214 222 0
-65 214 -222 0
-66 -215 222 0
-66 215 -222 0
-67 -216 222 0
-67 216 -222 0
-114 1 214 0
-114 -1 -214 0
-119 -1 214 0
-119 1 -214 0
-68 223 -215 0
-68 224 -215 0
-68 -223 -224 215 0
-69 -223 215 0
-69 -224 215 0
-69 223 224 -215 0
-70 -223 -224 -215 0
-70 -223 224 215 0
-70 223 -224 215 0
-70 223 224 -215 0
-71 223 215 0
-71 224 215 0
-71 -223 -224 -215 0
-72 -223 -215 0
-72 -224 -215 0
-72 223 224 215 0
-73 -223 -224 215 0
-73 -223 224 -215 0
-73 223 -224 -215 0
-73 223 224 215 0
-74 1 223 0
-74 -1 -223 0
-75 -1 223 0
-75 1 -223 0
-76 -1 223 0
-76 1 -223 0
-77 -212 223 0
-77 212 -223 0
-78 -213 223 0
-78 213 -223 0
-79 -214 223 0
-79 214 -223 0
-80 -215 223 0
-80 215 -223 0
-81 -216 223 0
-81 216 -223 0
-82 1 224 0
-82 -1 -224 0
-83 -1 224 0
-83 1 -224 0
-84 -1 224 0
-84 1 -224 0
-85 -212 224 0
-85 212 -224 0
-86 -213 224 0
-86 213 -224 0
-87 -214 224 0
-87 214 -224 0
-88 -215 224 0
-88 215 -224 0
-89 -216 224 0
-89 216 -224 0
-115 1 215 0
-115 -1 -215 0
-120 -1 215 0
-120 1 -215 0
-90 225 -216 0
-90 226 -216 0
-90 -225 -226 216 0
-91 -225 216 0
-91 -226 216 0
-91 225 226 -216 0
-92 -225 -226 -216 0
-92 -225 226 216 0
-92 225 -226 216 0
-92 225 226 -216 0
-93 225 216 0
-93 226 216 0
-93 -225 -226 -216 0
-94 -225 -216 0
-94 -226 -216 0
-94 225 226 216 0
-95 -225 -226 216 0
-95 -225 226 -216 0
-95 225 -226 -216 0
-95 225 226 216 0
-96 1 225 0
-96 -1 -225 0
-97 -1 225 0
-97 1 -225 0
-98 -1 225 0
-98 1 -225 0
-99 -212 225 0
-99 212 -225 0
-100 -213 225 0
-100 213 -225 0
-101 -214 225 0
-101 214 -225 0
-102 -215 225 0
-102 215 -225 0
-103 -216 225 0
-103 216 -225 0
-104 1 226 0
-104 -1 -226 0
-105 -1 226 0
-105 1 -226 0
-106 -1 226 0
-106 1 -226 0
-107 -212 226 0
-107 212 -226 0
-108 -213 226 0
-108 213 -226 0
-109 -214 226 0
-109 214 -226 0
-110 -215 226 0
-110 215 -226 0
-111 -216 226 0
-111 216 -226 0
-116 1 216 0
-116 -1 -216 0
-121 -1 216 0
-121 1 -216 0
-2 232 -227 0
-2 233 -227 0
-2 -232 -233 227 0
-3 -232 227 0
-3 -233 227 0
-3 232 233 -227 0
-4 -232 -233 -227 0
-4 -232 233 227 0
-4 232 -233 227 0
-4 232 233 -227 0
-5 232 227 0
-5 233 227 0
-5 -232 -233 -227 0
-6 -232 -227 0
-6 -233 -227 0
-6 232 233 227 0
-7 -232 -233 227 0
-7 -232 233 -227 0
-7 232 -233 -227 0
-7 232 233 227 0
-8 -1 232 0
-8 1 -232 0
-9 -1 232 0
-9 1 -232 0
-10 -1 232 0
-10 1 -232 0
-11 -227 232 0
-11 227 -232 0
-12 -228 232 0
-12 228 -232 0
-13 -229 232 0
-13 229 -232 0
-14 -230 232 0
-14 230 -232 0
-15 -231 232 0
-15 231 -232 0
-16 -1 233 0
-16 1 -233 0
-17 -1 233 0
-17 1 -233 0
-18 -1 233 0
-18 1 -233 0
-19 -227 233 0
-19 227 -233 0
-20 -228 233 0
-20 228 -233 0
-21 -229 233 0
-21 229 -233 0
-22 -230 233 0
-22 230 -233 0
-23 -231 233 0
-23 231 -233 0
-112 -1 227 0
-112 1 -227 0
-117 -1 227 0
-117 1 -227 0
-24 234 -228 0
-24 235 -228 0
-24 -234 -235 228 0
-25 -234 228 0
-25 -235 228 0
-25 234 235 -228 0
-26 -234 -235 -228 0
-26 -234 235 228 0
-26 234 -235 228 0
-26 234 235 -228 0
-27 234 228 0
-27 235 228 0
-27 -234 -235 -228 0
-28 -234 -228 0
-28 -235 -228 0
-28 234 235 228 0
-29 -234 -235 228 0
-29 -234 235 -228 0
-29 234 -235 -228 0
-29 234 235 228 0
-30 -1 234 0
-30 1 -234 0
-31 -1 234 0
-31 1 -234 0
-32 -1 234 0
-32 1 -234 0
-33 -227 234 0
-33 227 -234 0
-34 -228 234 0
-34 228 -234 0
-35 -229 234 0
-35 229 -234 0
-36 -230 234 0
-36 230 -234 0
-37 -231 234 0
-37 231 -234 0
-38 -1 235 0
-38 1 -235 0
-39 -1 235 0
-39 1 -235 0
-40 -1 235 0
-40 1 -235 0
-41 -227 235 0
-41 227 -235 0
-42 -228 235 0
-42 228 -235 0
-43 -229 235 0
-43 229 -235 0
-44 -230 235 0
-44 230 -235 0
-45 -231 235 0
-45 231 -235 0
-113 -1 228 0
-113 1 -228 0
-118 -1 228 0
-118 1 -228 0
-46 236 -229 0
-46 237 -229 0
-46 -236 -237 229 0
-47 -236 229 0
-47 -237 229 0
-47 236 237 -229 0
-48 -236 -237 -229 0
-48 -236 237 229 0
-48 236 -237 229 0
-48 236 237 -229 0
-49 236 229 0
-49 237 229 0
-49 -236 -237 -229 0
-50 -236 -229 0
-50 -237 -229 0
-50 236 237 229 0
-51 -236 -237 229 0
-51 -236 237 -229 0
-51 236 -237 -229 0
-51 236 237 229 0
-52 -1 236 0
-52 1 -236 0
-53 -1 236 0
-53 1 -236 0
-54 -1 236 0
-54 1 -236 0
-55 -227 236 0
-55 227 -236 0
-56 -228 236 0
-56 228 -236 0
-57 -229 236 0
-57 229 -236 0
-58 -230 236 0
-58 230 -236 0
-59 -231 236 0
-59 231 -236 0
-60 -1 237 0
-60 1 -237 0
-61 -1 237 0
-61 1 -237 0
-62 -1 237 0
-62 1 -237 0
-63 -227 237 0
-63 227 -237 0
-64 -228 237 0
-64 228 -237 0
-65 -229 237 0
-65 229 -237 0
-66 -230 237 0
-66 230 -237 0
-67 -231 237 0
-67 231 -237 0
-114 -1 229 0
-114 1 -229 0
-119 -1 229 0
-119 1 -229 0
-68 238 -230 0
-68 239 -230 0
-68 -238 -239 230 0
-69 -238 230 0
-69 -239 230 0
-69 238 239 -230 0
-70 -238 -239 -230 0
-70 -238 239 230 0
-70 238 -239 230 0
-70 238 239 -230 0
-71 238 230 0
-71 239 230 0
-71 -238 -239 -230 0
-72 -238 -230 0
-72 -239 -230 0
-72 238 239 230 0
-73 -238 -239 230 0
-73 -238 239 -230 0
-73 238 -239 -230 0
-73 238 239 230 0
-74 -1 238 0
-74 1 -238 0
-75 -1 238 0
-75 1 -238 0
-76 -1 238 0
-76 1 -238 0
-77 -227 238 0
-77 227 -238 0
-78 -228 238 0
-78 228 -238 0
-79 -229 238 0
-79 229 -238 0
-80 -230 238 0
-80 230 -238 0
-81 -231 238 0
-81 231 -238 0
-82 -1 239 0
-82 1 -239 0
-83 -1 239 0
-83 1 -239 0
-84 -1 239 0
-84 1 -239 0
-85 -227 239 0
-85 227 -239 0
-86 -228 239 0
-86 228 -239 0
-87 -229 239 0
-87 229 -239 0
-88 -230 239 0
-88 230 -239 0
-89 -231 239 0
-89 231 -239 0
-115 -1 230 0
-115 1 -230 0
-120 -1 230 0
-120 1 -230 0
-90 240 -231 0
-90 241 -231 0
-90 -240 -241 231 0
-91 -240 231 0
-91 -241 231 0
-91 240 241 -231 0
-92 -240 -241 -231 0
-92 -240 241 231 0
-92 240 -241 231 0
-92 240 241 -231 0
-93 240 231 0
-93 241 231 0
-93 -240 -241 -231 0
-94 -240 -231 0
-94 -241 -231 0
-94 240 241 231 0
-95 -240 -241 231 0
-95 -240 241 -231 0
-95 240 -241 -231 0
-95 240 241 231 0
-96 -1 240 0
-96 1 -240 0
-97 -1 240 0
-97 1 -240 0
-98 -1 240 0
-98 1 -240 0
-99 -227 240 0
-99 227 -240 0
-100 -228 240 0
-100 228 -240 0
-101 -229 240 0
-101 229 -240 0
-102 -230 240 0
-102 230 -240 0
-103 -231 240 0
-103 231 -240 0
-104 -1 241 0
-104 1 -241 0
-105 -1 241 0
-105 1 -241 0
-106 -1 241 0
-106 1 -241 0
-107 -227 241 0
-107 227 -241 0
-108 -228 241 0
-108 228 -241 0
-109 -229 241 0
-109 229 -241 0
-110 -230 241 0
-110 230 -241 0
-111 -231 241 0
-111 231 -241 0
-116 -1 231 0
-116 1 -231 0
-121 -1 231 0
-121 1 -231 0
-11 0
-19 0
-12 0
-20 0
-13 0
-21 0
-14 0
-22 0
-15 0
-23 0
11 19 33 41 55 63 77 85 99 107 112 117 0
-34 0
-42 0
-35 0
-43 0
-36 0
-44 0
-37 0
-45 0
34 42 56 64 78 86 100 108 113 118 0
-57 0
-65 0
-58 0
-66 0
-59 0
-67 0
57 65 79 87 101 109 114 119 0
-80 0
-88 0
-81 0
-89 0
80 88 102 110 115 120 0
-103 0
-111 0
103 111 116 121 0
